,time_published,summary,sentiment
689,20220412T144754,"By this point in the pandemic, the benefits of boosters seem pretty darn clear. Boosters continue the immune system's education on the coronavirus, upping the quantity of defensive fighters available, while expanding the breadth of variants that vaccinated bodies can snipe. During Omicron's winter wave, people who received a booster were less likely to be infected, hospitalized, or killed by the virus than those without a boost; older people and other high-risk populations, especially, benefitted from dosing up again. With a menagerie of antibody-dodging subvariants now dominating the world's stage, and more certainly on the way, boosters feel more ""necessary"" than ever before, says Marion Pepper, an immunologist at the University of Washington.",negative
690,20220412T154911,The FDA has identified deficiencies with Myovant's regulatory filing for Myfembree.,negative
691,20220412T170000,"NEW YORK, April  12, 2022   ( GLOBE NEWSWIRE )  -- Questex's Fierce Pharma today announces Digital Pharma Engage, an exclusive invite-only summit for executive-level marketing professionals. Digital Pharma Engage is a new event in the Fierce Digital Pharma series that includes Digital Pharma East, D",neutral
692,20220412T175004,"Levi & Korsinsky, LLP notifies investors in ABBVie Inc.  (  ""ABBVie"" or the ""Company""  )   (  NYSE: ABBV  )  of a class action securities lawsuit.",neutral
693,20220412T184700,"Though the FDA identified deficiencies in Myovant's (MYOV) Myfembree sNDA for managing endometriosis-associated pain, a final decision on the application is yet to be communicated.",neutral
694,20220412T185518,"HC Wainwright has reiterated its Buy rating on BioNTech SE  ( NASDAQ: BNTX )  while reducing the price target to $298 from the prior $339.
The analyst noted initial data of BNT211, an autologous CAR-T cell therapy, shared at the American Association for Cancer Research  ( AACR )  meeting.
Analyst Ro",neutral
695,20220412T203000,"Here are 4 top health care stocks to watch in the stock market today.
The post Best Health Care Stocks To Buy Right Now? 4 For Your List appeared first on Stock Market News, Quotes, Charts and Financial Information | StockMarket.com.",positive
696,20220412T214600,"Pfizer logo seen outside their building in Manhattan, New York City, New York, U.S., March 2, 2021. REUTERS/Carlo Allegri",neutral
697,20220413T014515,"Bragar Eagel & Squire, P.C., a nationally recognized stockholder rights law firm, announces that a class action lawsuit has been filed against ABBVie, Inc.  (  ""ABBVie"" or the ""Company""  )   (  NYSE: ABBV  )  in the United States District Court for the Northern District of Illinois on behalf of all persons and entities who purchased or otherwise acquired ABBVie securities between April 30, 2021 and August 31, 2021, both dates inclusive  (  the ""Class Period""  )  . Investors have until June 6, 2022 to apply to the Court to be appointed as lead plaintiff in the lawsuit.",negative
698,20220413T063441,"Pfizer  ( NYSE:PFE - Get Rating )  was downgraded by StockNews.com from a ""strong-buy"" rating to a ""buy"" rating in a report released on Monday.",neutral
699,20220413T083000,"Pune, India, April  13, 2022   ( GLOBE NEWSWIRE )  -- The market has been studied for the below mentioned-segmentation and regional analysis for North America, Europe, Asia, South America, and Middle East and Africa. These are the key regions where the lung cancer therapeutics market is operating cu",neutral
700,20220413T095548,"SHAREHOLDER ALERT: The Gross Law Firm Notifies Shareholders of AbbVie Inc. of a Class Action Lawsuit and a Lead Plaintiff Deadline of June 6, 2022 - InvestingNews.com",negative
701,20220413T100000,Transaction Expected to be Immediately Accretive to Revenue and Non-GAAP Earnings in 2022 with Multiple Drivers to Accelerate Financial Growth Through 2027 and Beyond,neutral
702,20220413T102300,"April 13  ( Reuters )  - Halozyme Therapeutics Inc  ( HALO.O )  will buy specialty pharmaceutical company Antares Pharma Inc  ( ATRS.O )  in a $960 million all-cash deal, the companies said on Wednesday.",neutral
703,20220413T103500,"- Ronald Herbst, Ph.D., stepping down as Chief Scientific Officer -",positive
704,20220413T110000,Biotech today makes us think of blockbuster products.,neutral
705,20220413T113035,ABBVIE INC.  (  NYSE: ABBV  )  SHAREHOLDER CLASS ACTION ALERT: Bernstein Liebhard LLP Reminds Investors of the Deadline to File a Lead Plaintiff Motion in a Securities Class Action Lawsuit Against ABBVie Inc.  (  NYSE: ABBV,neutral
706,20220413T114626,"Shionogi & Co stock slumped 16% in Tokyo after preclinical studies showed its experimental COVID-19 drug disturbed fetal development, triggering concerns about its approval. 
Kyodo News reported that the drug likely wouldn't be recommended for pregnant women without giving attribution. 
The animal d",negative
707,20220413T121838,"The therapeutics major which is based in San Diego offers a delivery technology that enables high volumes of a drug to be injected under the skin, potentially reducing the need for multiple injections.",neutral
708,20220413T133254,"BA.2 now represents of 86% of new cases, almost completely displacing the earlier version of omicron that fueled the unprecedented winter surge.",neutral
709,20220413T133600,"Pfizer CEO Albert Bourla talks during a press conference with European Commission President Ursula von der Leyen after a visit to oversee the production of the Pfizer-BioNtech COVID-19 vaccine at the factory of U.S. pharmaceutical company Pfizer in Puurs, Belgium April 23, 2021. John Thys /Pool via REUTERS",neutral
710,20220413T135500,Ocugen (OCGN) is conducting the OCU-002 study to support its BLA for the approval of Covaxin in the United States. The FDA places a clinical hold on this study.,neutral
711,20220413T141500,"It'll need to work hard to maintain its current position, if it's possible at all.",neutral
712,20220413T141800,"The acquisition of Sierra Oncology (SRRA) will add late-stage oncology pipeline candidate, momelotinib to Glaxo's (GSK) hematology pipeline.",neutral
713,20220413T142300,Other segments of the biopharma market are likely to steal the limelight.,neutral
714,20220413T143000,"NEW YORK, April 13, 2022 /PRNewswire/ -- The global antiviral drugs market size is expected to reach USD 50.02 Billion in 2030 and register a revenue CAGR of 3.4% during the forecast period, according to latest report by Reports and Data. Development of new, improved, and innovative drug formulations is a key factor expected to drive market revenue growth during the forecast period. Increase in COVID-19 cases, as well as continuous availability of a robust product pipeline of antiviral drugs, are expected to support market growth revenue during the forecast period. Current approaches for developing antiviral therapies, such as repurposed drugs, have gained attention, as they investigate new routes for repurposing commercially approved or rejected pre-existing drugs to treat viral respiratory infections. Successful therapeutic options for viral infections, such as COVID-19, Human Immunodeficiency Virus  ( HIV ) , and Human Coronavirus  ( HCoV ) , currently involve two or more drug combinations, as they can postpone development of drug resistance. These approaches can help resolve outbreaks in critical situations, in a timely and cost-effective manner.",neutral
715,20220413T143000,These stocks look like some of the best bargains out there right now.,neutral
716,20220413T151817,"""It's always easier to declare a pandemic than undeclare one,"" said Didier Houssin, chair of the internal committee that advises WHO on health emergencies.",neutral
717,20220413T164100,"Today's Research Daily features new research reports on 16 major stocks, including Pfizer Inc. (PFE), The Charles Schwab Corporation (SCHW), and Vale S.A. (VALE).",neutral
718,20220413T170100,NVAX Stock Surges As It Gets A New Shot As Targeting Vaccine Resisters Investor's Business Daily,neutral
719,20220413T172712,"Jennifer Tolbert, an expert at KFF, said the uninsured will likely faced reduced testing, treatment and vaccine services.",negative
720,20220413T180614,"Levi & Korsinsky, LLP notifies investors in ABBVie Inc.  (  ""ABBVie"" or the ""Company""  )   (  NYSE: ABBV  )  of a class action securities lawsuit.",neutral
721,20220413T200339,Yet another regulator green-lights the company's coronavirus jab.,negative
722,20220413T201845,The company is also working on extending the effectiveness of the  vaccine to  a year.,neutral
723,20220413T222130,"The law firm of Kessler Topaz Meltzer & Check, LLP  (  www.ktmc.com  )  informs investors that the firm has filed a securities class action lawsuit against ABBVie, Inc.  (  ABBVie  )   (  NYSE: ABBV  )  on behalf of all persons and entities who purchased or otherwise acquired ABBVie securities between April 30, 2021, and August 31, 2021, inclusive  (  the ""Class Period""  )  .",negative
724,20220413T222400,Investors are seeking refuge in healthcare stocks as inflation and rates rise,neutral
725,20220413T230800,"EMERYVILLE, Calif., April  13, 2022   ( GLOBE NEWSWIRE )  -- Berkeley Lights, Inc.  ( Nasdaq: BLI ) , a leader in digital cell biology, announced the appointment of Lucas Vitale to the newly created role of Chief Human Resources Officer  ( ""CHRO"" ) , effective immediately. Vitale will lead Berkeley ",positive
726,20220413T230854,"EMERYVILLE, Calif., April  13, 2022   ( GLOBE NEWSWIRE )  -- Berkeley Lights, Inc.  ( NASDAQ:BLI ) , a leader in digital cell biology, announced the appointment of Lucas Vitale to the newly created role of Chief Human Resources Officer  ( ""CHRO"" ) , effective immediately. Vitale will lead Berkeley L",positive
727,20220414T035615,"Pfizer Inc.  (  NYSE: PFE  )  and BioNTech SE  (  Nasdaq: BNTX  )  today announced positive results from a Phase 2/3 clinical trial evaluating the safety, tolerability and immunogenicity of a 10-µg booster  (  third  )  dose of the Pfizer-BioNTech COVID-19 vaccine in healthy children 5 through 11 years of age. These data demonstrate an increase in SARS-CoV-2 Omicron variant and wild-type strain neutralizing titers following a booster dose of the Pfizer-BioNTech COVID-19 vaccine compared to two doses. These data reinforce the potential function of a third dose of the vaccine in maintaining high levels of protection against the virus in this age group.",neutral
728,20220414T094700,"A vial labelled ""AstraZeneca COVID-19 Vaccine"" is seen in this illustration taken January 16, 2022. REUTERS/Dado Ruvic/Illustration",neutral
729,20220414T095500,"Pune, India, April  14, 2022   ( GLOBE NEWSWIRE )  -- Global Buccal Drug Delivery Systems Market was valued at USD 2.87 billion in 2021 and projected to grow at a CAGR of 9.80% during the forecast period 2022-2028 : Greyviews
The market has been studied for the below mentioned-segmentation and regio",neutral
730,20220414T104500,"NEW YORK and MAINZ, Germany, April 14, 2022 - Pfizer Inc.  ( NYSE: PFE, ""Pfizer"" )  and BioNTech SE  ( Nasdaq: BNTX, ""BioNTech"" )  today announced positive results from a Phase 2/3 clinical trial evaluating the safety, tolerability and immunogenicity of a 10-µg booster  ( third )  dose of the Pfizer",neutral
731,20220414T104800,"A booster shot of the Pfizer-BioNTech Covid vaccine in children ages 5 to 11 significantly increased antibody levels against the Omicron variant as well as against the initial strain it was designed to fight, a late-stage study found.",positive
732,20220414T105201,Pfizer to seek COVID booster for healthy 5- to 11-year-olds The Associated Press - en Español,neutral
733,20220414T105300,"A child is administered a dose of the Pfizer-BioNTech coronavirus disease  ( COVID-19 )  pediatric vaccine, in San Jose, Costa Rica February 23, 2022. REUTERS/Mayela Lopez",neutral
734,20220414T110403,"Blood serum analysis of a few pediatric participants who received a booster dose in the study showed a 36-fold increase in Omicron neutralizing antibodies, the drugmakers said.",positive
735,20220414T110851,"Blood serum analysis of a few pediatric participants who received a booster dose in the study showed a 36-fold increase in Omicron neutralizing antibodies, the drugmakers said.",positive
736,20220414T113919,Pfizer says booster increased immune response in children ages 5 to 11 Axios,neutral
737,20220414T115500,"Pfizer, Charles Schwab, Vale, Citigroup, and Palo Alto Networks are part of the Top Analyst Blog.",neutral
738,20220414T133544,"Here's a roundup of top developments in the biotech space over the last 24 hours:
Stocks In Focus
Pfizer-BioNTech's COVID-19 Vaccine Booster Shows High Immune Response In Kids Ages 5-11
Pfizer Inc  ( NYSE: PFE )  and BioNTech SE  ( NASDAQ: BNTX )  have announced results from a Phase 2/3 trial of a 1",neutral
739,20220414T140300,"We discuss a few companies like uniQure (QURE), CRISPR Therapeutics (CRSP) and Alnylam Pharmaceuticals (ALNY) with solid product portfolios and deep pipelines, which make them attractive candidates for a potential takeover in 2022.",neutral
740,20220414T140600,Halozyme (HALO) is set to acquire Antares for $960 million by June. The acquisition will add Antares' auto injector platform to Halozyme's portfolio and complement its promising ENHANZE technology.,neutral
741,20220414T141000,Pfizer Said Its Booster Shot in Children Aged 5 to 11 Raises Antibodies Barron's,positive
742,20220414T145736,"The law firm of Kessler Topaz Meltzer & Check, LLP  (  www.ktmc.com  )  informs investors that the firm has filed a securities class action lawsuit against ABBVie, Inc.  (  ABBVie  )   (  NYSE:ABBV  )  on behalf of all persons and entities who purchased or otherwise acquired ABBVie securities between April 30, 2021, and August 31, 2021, inclusive  (  the ""Class Period",negative
743,20220414T150000,The company is waiting for an important decision.,negative
744,20220414T153300,"A surge of COVID-19 cases in New York State that is making it once again an epicenter of the U.S. pandemic is due to two new versions of the omicron variant, that appear even more infectious than the BA.2 subvariant that has become dominant in the U.S.",negative
745,20220414T153323,"Jakubowitz Law announces that securities fraud class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies who purchased shares within the class periods listed below. Shareholders interested in representing the class of wronged shareholders have until the lead plaintiff deadline to petition the court. Your ability to share in any recovery doesn't require that you serve as a lead plaintiff. For more details and to speak with our firm without cost or obligation, follow the links below",negative
746,20220414T170500,Will AbbVie And These Two Other Drug Stocks Reinvigorate - Or Incinerate? Investor's Business Daily,neutral
747,20220414T173928,The Law Offices of Vincent Wong announce that class actions have commenced on behalf of certain shareholders in the following companies. If you suffered a loss you have until the lead plaintiff deadline to request that the court appoint you as lead plaintiff. There will be no obligation or cost to you,negative
748,20220414T192700,Novavax's (NVAX) Nuvaxovid is the first protein COVID-19 vaccine authorized for use in Switzerland. The stock price rises following the announcement.,neutral
749,20220414T194200,"A health worker prepares a dose of Pfizer-BioNTech's coronavirus disease  ( COVID-19 )  vaccine as the COVID-19 vaccination campaign continues amid talks of a fourth dose for high-risk groups including those over the age of 60, in Malcha shopping mall, Jerusalem, December 22, 2021. REUTERS/Ammar Awad",neutral
750,20220414T194226,"Levi & Korsinsky, LLP announces that class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies. Shareholders interested in serving as lead plaintiff have until the deadlines listed to petition the court. Further details about the cases can be found at the links provided. There is no cost or obligation to you",negative
751,20220415T094500,"NEW YORK, April 15, 2022 /PRNewswire/ -- Jakubowitz Law announces that a securities fraud class action lawsuit has commenced on behalf of shareholders of AbbVie Inc.  ( NYSE: ABBV ) .",negative
752,20220415T102837,Jakubowitz Law announces that a securities fraud class action lawsuit has commenced on behalf of shareholders of ABBVie Inc.  (  NYSE: ABBV  )  .,negative
753,20220415T105747,"The Freddie Mac headquarters in McLean, Virginia",neutral
754,20220415T113342,"Earlier this year, a third dose of the vaccine for children ages 12 to 15 and those aged 5 through 11 who are immunocompromised by the U.S. Food & Drug Administration.",positive
755,20220415T120000,Retirement Planning Fund Offers Income Plus Stock Market Outperformance Investor's Business Daily,neutral
756,20220415T121500,"The stock has likely made many millionaires over the past few years, but will it continue to do so in a post-pandemic world?",neutral
757,20220415T123000,There's nothing we closed-end fund investors love more than finding a smartly run fund in an unfairly beaten-down sector.,positive
758,20220415T134209,"NEW YORK, April  15, 2022   ( GLOBE NEWSWIRE )  -- Pomerantz LLP is investigating claims on behalf of investors of AbbVie Inc.  ( ""AbbVie"" or the ""Company"" )   ( NYSE: ABBV ) .   Such investors are advised to contact Robert S. Willoughby at  newaction@pomlaw.com or 888-476-6529, ext. 7980.
The inves",neutral
759,20220415T143149,NOT REAL NEWS: A look at what didn't happen this week The Associated Press - en Español,negative
760,20220415T145600,"The Biden administration's test-to-treat program, which allows people who test positive for COVID-19 to leave the pharmacy with a prescription for antivirals, is facing questions about capacity.",neutral
761,20220415T172839,The securities litigation law firm of The Gross Law Firm issues the following notice on behalf of shareholders in the following publicly traded companies. Shareholders who purchased shares in the following companies during the dates listed are encouraged to contact the firm regarding possible Lead Plaintiff appointment. Appointment as Lead Plaintiff is not required to partake in any recovery,negative
762,20220415T181245,"The law firm of Kessler Topaz Meltzer & Check, LLP  (  www.ktmc.com  )  informs investors that the firm has filed a securities class action lawsuit in the United States District Court for the Northern District of Illinois against ABBVie, Inc.  (  ABBVie  )   (  NYSE: ABBV  )  on behalf of all persons and entities who purchased or otherwise acquired ABBVie securities between April 30, 2021, and August 31, 2021, inclusive  (  the ""Class Period""  )  .",negative
763,20220415T182818,"Levi & Korsinsky, LLP announces that class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies. Shareholders interested in serving as lead plaintiff have until the deadlines listed to petition the court. Further details about the cases can be found at the links provided. There is no cost or obligation to you",negative
764,20220415T192042,"Health care stocks are making the rounds as the pandemic continues to pose challenges globally and high growth names lose steam.
The post Best Stocks To Buy Right Now? 3 Health Care Stocks In Focus appeared first on Stock Market News, Quotes, Charts and Financial Information | StockMarket.com.",neutral
765,20220416T051800,UK scientists may have discovered the world's first cure for heart attacks using the same mRNA technology as Covid vaccines.,neutral
766,20220416T123500,Diversification can help when you do it with a long-term view.,negative
767,20220416T124700,"Pfizer Stock, Raytheon Lead 5 Stocks Near Buy Points Investor's Business Daily",neutral
768,20220416T125000,"These stocks can provide long-term results, whether it's a bull market or bear market right now.",neutral
769,20220416T131936,"As the COVID-19 vaccines have become more accessible, many countries are turning away from Vaxzevria majorly because of its shorter shelf life. According to reports, Many low-income countries lack the infrastructure to distribute vaccines quickly enough across the country to avoid their expiration d",negative
770,20220416T135645,"Matisse Thybulle will be eligible to sign an extension with the Sixers on July 1, so the 2022 NBA playoffs are his final chance to make a lasting impression on the team's front office.",neutral
771,20220417T000000,"COMPANIES HAVE always had to answer to their investors. But these days shareholders have new questions-lots of them. On April 28th shareholders in three big drug companies, Johnson & Johnson, Moderna and Pfizer, are set to vote on resolutions filed by Oxfam, a charity, that seek to widen access to covid-19 vaccines. In May shareholders in Amazon are due to vote on a proposal from New York state's pension fund, asking for an audit of the e-commerce giant's policies on racial equity. Carl Icahn, a notoriously fierce corporate inquisitor, has broadened his attention from profits to pigs. He has filed proposals at McDonald's and Kroger, a grocer, in a quest to end the confinement of pregnant sows.",neutral
772,20220417T000000,"COMPANIES HAVE always had to answer to their investors. But these days shareholders have new questions-lots of them. On April 28th shareholders in three big drug companies, Johnson & Johnson, Moderna and Pfizer, are set to vote on resolutions filed by Oxfam, a charity, that seek to widen access to covid-19 vaccines. In May shareholders in Amazon are due to vote on a proposal from New York state's pension fund, asking for an audit of the e-commerce giant's policies on racial equity. Carl Icahn, a notoriously fierce corporate inquisitor, has broadened his attention from profits to pigs. He has filed proposals at McDonald's and Kroger, a grocer, in a quest to end the confinement of pregnant sows.",neutral
773,20220417T143935,"The law firm of Kessler Topaz Meltzer & Check, LLP  (  www.ktmc.com  )  informs investors that the firm has filed a securities class action lawsuit against ABBVie, Inc.  (  ABBVie  )   (  NYSE:ABBV  )  on behalf of all persons and entities who purchased or otherwise acquired ABBVie securities between April 30, 2021, and August 31, 2021, inclusive  (  the ""Class Period",negative
774,20220418T010000,"NEW YORK, April  17, 2022   ( GLOBE NEWSWIRE )  -- Bragar Eagel & Squire, P.C., a nationally recognized shareholder rights law firm, reminds investors that class actions have been commenced on behalf of stockholders of AbbVie, Inc.  ( NYSE:ABBV )  and Twitter, Inc.  ( NYSE:TWTR ) . Stockholders have",negative
775,20220418T012543,"Bragar Eagel & Squire, P.C., a nationally recognized shareholder rights law firm, reminds investors that class actions have been commenced on behalf of stockholders of ABBVie, Inc.  (  NYSE: ABBV  )  and Twitter, Inc.  (  NYSE: TWTR  )  . Stockholders have until the deadlines below to petition the court to serve as lead plaintiff. Additional information about each case can be found at the link provided.",negative
776,20220418T082000,"Taiwan Health Minister Chen Shih-chung holds a news conference about Taiwan's efforts to get into the World Health Organization in Taipei, Taiwan, May 15, 2020. REUTERS/Ann Wang",negative
777,20220418T093713,"Stock index futures extend losses as mixed bank earnings weigh on overall investor sentiment.
The post Top Stock Market News For Today April 18, 2022 appeared first on Stock Market News, Quotes, Charts and Financial Information | StockMarket.com.",neutral
778,20220418T100300,"Coronavirus disease  ( COVID-19 )  treatment pill Paxlovid is seen in a box, at Misericordia hospital in Grosseto, Italy, February 8, 2022. REUTERS/Jennifer Lorenzini",neutral
779,20220418T100946,The study was based on Israeli Health Ministry data on 12.5 lakh persons aged 60 or older.,neutral
780,20220418T110500,The stock has been hitting new 52-week lows.,negative
781,20220418T111500,• Access to our digital archives and MarketGlass Research Platform,neutral
782,20220418T120000,"PALO ALTO, Calif., April 18, 2022 /PRNewswire/ -- Eiger BioPharmaceuticals, Inc.  ( Nasdaq:EIGR ) , a commercial-stage biopharmaceutical company focused on the development of innovative therapies to treat and cure Hepatitis Delta Virus  ( HDV )  and other serious diseases, today announced the appointments of Christopher Kurtz as Chief Technical Officer and Sarah Mathieson as Senior Vice President, Corporate Affairs.",neutral
783,20220418T132800,"He will transition from being Sanofi's GM, Consumer Healthcare business in Brazil to the new role in India as soon as regulatory approvals are in place",positive
784,20220418T134229,"Rodolfo Hrosz will transition from being Sanofi's General Manager, Consumer Healthcare business in Brazil to his new role in India as soon as the applicable regulatory approvals are in place, Sanofi India said in a statement.",positive
785,20220418T144033,"Japan's health ministry panel authorized a plan to approve Novavax Inc's  ( NASDAQ: NVAX )  COVID-19 vaccine, which is set to be the fourth such vaccine to be approved in Japan.
It will be available for first and second shots with an interval of three weeks.
The Novavax product is a recombinant prot",neutral
786,20220418T144827,"Reuters reported that two patients found relief from long COVID after taking Pfizer Inc's  ( NYSE: PFE )  antiviral Paxlovid, including a researcher who tested it on herself.
Long COVID is estimated to affect up to 30% of people infected with the coronavirus. It can last for months. 
More than 200 s",neutral
787,20220418T145500,"The FDA grants Breakthrough Therapy designation to Merck's (MRK) vaccine candidate, V116, for preventing invasive pneumococcal disease and pneumococcal pneumonia in adults.",neutral
788,20220418T151008,"The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. There is no cost to participate in the suit. If you suffered a loss, you have until the lead plaintiff deadline to request that the court appoint you as lead plaintiff",negative
789,20220418T152942,"Key takeaways:
Vaccine maker AIM has filed for an IPO in Hong Kong, following unsuccessful previous bids in Hong Kong and on Shenzhen's ChiNext board
The company has three Covid vaccines under development, including an mRNA vaccine expected to hit the market in the fourth quarter
By Fai Pui
If at fi",negative
790,20220418T161719,"A fourth dose of the COVID-19 vaccine from Pfizer Inc  ( NYSE: PFE )  and BioNTech SE  ( NASDAQ: BNTX )  provided significant protection against severe disease, hospitalization, and death for at least a month in older individuals. The study was conducted in Israel, when the Omicron variant was domin",neutral
791,20220418T170008,"Jakubowitz Law announces that securities fraud class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies who purchased shares within the class periods listed below. Shareholders interested in representing the class of wronged shareholders have until the lead plaintiff deadline to petition the court. Your ability to share in any recovery doesn't require that you serve as a lead plaintiff. For more details and to speak with our firm without cost or obligation, follow the links below",negative
792,20220418T173950,Each vaccine stock is moving lower for a different reason.,negative
793,20220418T182700,A third dose of Pfizer (PFE) and partner BioNTech's (BNTX) COVID-19 vaccine achieves a significant immune response against the Omicron variant in children aged between 5 years and 11 years.,neutral
794,20220418T203000,"Coronavirus vaccine stocks worth knowing as Covid-19 remains a global public health emergency.
The post Best Stocks To Invest In Now? 3 Coronavirus Vaccine Stocks To Know appeared first on Stock Market News, Quotes, Charts and Financial Information | StockMarket.com.",neutral
795,20220418T232558,Investors were probably concerned the expansion of a licensing deal was pricey.,negative
796,20220419T050251,Japan approves Novavax COVID-19 vaccine The Associated Press,negative
797,20220419T050841,"Pfizer  ( NYSE:PFE - Get Rating )  was upgraded by StockNews.com from a ""buy"" rating to a ""strong-buy"" rating in a report issued on Tuesday.",neutral
798,20220419T083628,Tokyo's health ministry announced in a statement it has authorized for the vaccine to be used by those 18 years of age or older. Advertisement,neutral
799,20220419T092100,What's popular isn't always what's profitable from an investing standpoint.,negative
800,20220419T100600,"Pfizer's coronavirus disease  ( COVID-19 )  pill Paxlovid is packaged in Ascoli, Italy, in this undated image obtained by Reuters on November 16, 2021. Pfizer/Handout via REUTERS",neutral
801,20220419T104900,"The logo of healthcare company Johnson & Johnson is seen in front of an office building in Zug, Switzerland December 1, 2021. REUTERS/Arnd Wiegmann/File Photo",negative
802,20220419T110007,"Researchers combined Moderna's existing vaccine with one designed to attack the Beta variant, and found it provided a stronger defense against several variants.",neutral
803,20220419T110023,"When asked about halting guidance for J&J's Covid vaccine, CFO Joe Wolk said the shots are not for profit and do not impact the company's bottom line.",negative
804,20220419T110614,Moderna announces step toward updating COVID shots for fall The Associated Press - en Español,neutral
805,20220419T114045,J&J suspends COVID-19 vaccine sales forecast The Associated Press,neutral
806,20220419T114045,J&J suspends COVID-19 vaccine sales forecast The Associated Press,negative
807,20220419T114045,J&J suspends COVID-19 vaccine sales forecast The Associated Press,negative
808,20220419T132000,"Levi & Korsinsky, LLP announces that class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies. Shareholders interested in serving as lead plaintiff have until the deadlines listed to petition the court. Further details about the cases can be found at the links provided. There is no cost or obligation to you",negative
809,20220419T135116,J&J suspends COVID-19 vaccine sales forecast The Associated Press,negative
810,20220419T141700,"Craig Thompson Appointed Chief Executive Officer
Founder Brad Margus Assumes Role of Executive Chairman of the Board
BOSTON, April  19, 2022   ( GLOBE NEWSWIRE )  -- Cerevance, a private, clinical-stage drug discovery and development company focused on central nervous system diseases, today announce",neutral
811,20220419T143111,"Pfizer Inc.  (  NYSE: PFE  )  announced today that its shareholders and the general public are invited to access its virtual-only 2022 Annual Meeting of Shareholders at 9:00 a.m. EDT on Thursday, April 28, 2022. We have designed the virtual Annual Meeting to ensure that our shareholders who attend the virtual-only Annual Meeting will be afforded comparable rights and opportunities to participate as they would at an in-person meeting.",neutral
812,20220419T143111,"The Klein Law Firm announces that class action complaints have been filed on behalf of shareholders of the following companies. There is no cost to participate in the suit. If you suffered a loss, you have until the lead plaintiff deadline to request that the court appoint you as lead plaintiff",negative
813,20220419T153023,"Johnson & Johnson on Tuesday said it could no longer provide a forecast for sales of its COVID-19 vaccine, as vaccine hesitancy in low-income countries paired with already low demand in higher-income nations has led to a glut of supply.",negative
814,20220419T153246,Moderna Inc. said Tuesday that its modified COVID-19 booster vaccine candidate provides better protection against omicron and a number of virus variants than its currently available coronavirus vaccine.,positive
815,20220419T153418,A 50-microgram dose of Moderna's new vaccine doubled the antibodies against the omicron variant six months after administration.,neutral
816,20220419T160342,"Jakubowitz Law announces that securities fraud class action lawsuits have commenced on behalf of shareholders of the following publicly-traded companies who purchased shares within the class periods listed below. Shareholders interested in representing the class of wronged shareholders have until the lead plaintiff deadline to petition the court. Your ability to share in any recovery doesn't require that you serve as a lead plaintiff. For more details and to speak with our firm without cost or obligation, follow the links below",negative
817,20220419T172552,The Law Offices of Vincent Wong announce that class actions have commenced on behalf of certain shareholders in the following companies. If you suffered a loss you have until the lead plaintiff deadline to request that the court appoint you as lead plaintiff. There will be no obligation or cost to you,negative
818,20220419T172552,The Law Offices of Vincent Wong announce that class actions have commenced on behalf of certain shareholders in the following companies. If you suffered a loss you have until the lead plaintiff deadline to request that the court appoint you as lead plaintiff. There will be no obligation or cost to you,negative
819,20220419T180100,Moderna said it expects to have clinical data for a COVID-19 booster that protects against the original strain of the virus as well as omicron by the end of June.,neutral
820,20220419T181950,"Unvaccinated children are much more likely to be hospitalized with Covid-19 than vaccinated children, and to stay in hospital longer, according to a study released Tuesday by the Centers for Disease Control and Prevention.",neutral
821,20220419T191500,"Children wearing protective face masks stand holding signs during a Veterans Day ceremony at the John Philip Sousa Memorial Bandshell at Sunset Park in Port Washington, New York, U.S. November 11, 2021. REUTERS/Shannon Stapleton",neutral
822,20220419T194657,"Global demand for Pfizer Inc's  ( NYSE: PFE )  Paxlovid has been unexpectedly light due to complicated eligibility requirements, reduced testing, and potential for drug interactions, a Reuters review of data and interviews with experts has found.
Amid a recent rise in COVID-19 infections, Paxlovid s",neutral
823,20220419T224913,"The law firm of Kessler Topaz Meltzer & Check, LLP  (  www.ktmc.com  )  informs investors that the firm has filed a securities class action lawsuit against ABBVie, Inc.  (  ABBVie  )   (  NYSE: ABBV  )  on behalf of all persons and entities who purchased or otherwise acquired ABBVie securities between April 30, 2021, and August 31, 2021, inclusive  (  the ""Class Period""  )  .",negative
824,20220419T235240,The securities litigation law firm of The Gross Law Firm issues the following notice on behalf of shareholders in the following publicly traded companies. Shareholders who purchased shares in the following companies during the dates listed are encouraged to contact the firm regarding possible Lead Plaintiff appointment. Appointment as Lead Plaintiff is not required to partake in any recovery,negative
825,20220420T000941,"NEW YORK, April  19, 2022   ( GLOBE NEWSWIRE )  -- Pomerantz LLP is investigating claims on behalf of investors of AbbVie Inc.  ( ""AbbVie"" or the ""Company"" )   ( NYSE: ABBV ) .   Such investors are advised to contact Robert S. Willoughby at  newaction@pomlaw.com or 888-476-6529, ext. 7980.
The inves",neutral
826,20220420T093041,"If you're traveling in the U.S. - whether it's by plane, bus, or train, you're no longer required to wear a mask. The change comes after a federal judge earlier this week struck down the Biden administration's public transit mask mandate.",negative
827,20220420T114000,The hype has died down. Now it's time for science to take over.,positive
